Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Genre_list, Action, Adventure, Biography, Comedy, Crime, Drama, Family, Fantasy, History, Horror, Music, Musical, Mystery, News, Romance, Sci-Fi, Sport, Thriller, War, Western,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Director_FE,Genre_FE,Actor 1_FE,Actor 2_FE,Actor 3_FE
Pyar,-1950,,Drama,8.5,23,V.M. Vyas,Raj Kapoor,W.M. Khan,Nargis,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1137,34,1,3
Pyar Bhara Dil,-1991,147,"Drama, Romance",6.3,14,Chandra Barot,Deepa Barot,Rakesh Bedi,Harish Bhimani,"['Drama', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,443,1,20,1
Pyar Hi Pyar,-1969,135,Romance,6.9,64,Bhappi Sonie,Vyjayanthimala,Dharmendra,Pran,['Romance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,226,16,55,74
Pyar Ho Gaya,-1986,,Romance,3.6,7,Girish Manukant,Avinash Wadhawan,Ranjeet Raj,Roobini,['Romance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,226,7,1,2
Pyar Hua Chori Chori,-1992,154,Romance,6.3,51,K. Bapaiah,Jasti Hemambar,Mithun Chakraborty,Gautami,['Romance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,226,2,59,5
Pyar Jhukta Nahin,-1985,135,"Family, Romance",6.3,175,Vijay Sadanah,Mithun Chakraborty,Padmini Kolhapure,Danny Denzongpa,"['Family', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,14,130,21,33
Pyar Ka Bandhan,-1963,,"Drama, Family, Romance",4.6,8,Naresh Saigal,Raaj Kumar,Nishi,Kumari Naaz,"['Drama', ' Family', ' Romance']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,50,27,5,5
Pyar Ka Devta,-1990,148,"Action, Comedy, Drama",3.8,114,K. Bapaiah,Mithun Chakraborty,Madhuri Dixit,Bharat Bhushan,"['Action', ' Comedy', ' Drama']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,142,130,27,15
Pyar Ka Karz,-1990,161,Drama,6.1,29,K. Bapaiah,Dharmendra,Meenakshi Sheshadri,Mithun Chakraborty,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,1137,134,22,42
Pyar Ka Mandir,-1988,148,"Drama, Family",6.5,96,K. Bapaiah,Mithun Chakraborty,Madhavi,Bharat Bhushan,"['Drama', ' Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,291,130,5,15
Pyar Ka Mausam,-1969,153,"Drama, Musical, Romance",6.8,107,Nasir Hussain,Asha Parekh,Shashi Kapoor,Bharat Bhushan,"['Drama', ' Musical', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,103,18,28,15
Pyar Ka Rog,-1994,,"Comedy, Drama, Romance",4,14,Akashdeep,Ravi Behl,Sheeba,Bindu,"['Comedy', ' Drama', ' Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,213,1,3,22
Pyar Ka Sapna,-1969,147,"Comedy, Drama, Family",6.2,20,Hrishikesh Mukherjee,Ashok Kumar,Biswajit Chatterjee,Mala Sinha,"['Comedy', ' Drama', ' Family']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,65,125,14,10
Pyar Ka Saudagar,-1991,136,Romance,4.4,8,Kalidas,Aasif Sheikh,Moon Moon Sen,Mandakini,['Romance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,226,1,3,9
Pyar Ke Do Pal,-1986,130,"Action, Drama",6.2,50,Rajiv Mehra,Bindu,Mithun Chakraborty,Krishan Dhawan,"['Action', ' Drama']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,270,7,59,3
Pyar Ke Kabil,-1987,187,"Drama, Family, Romance",5.6,51,Anil Ganguly,Rishi Kapoor,Padmini Kolhapure,Asha Sachdev,"['Drama', ' Family', ' Romance']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,50,59,21,5
Pyar Ke Naam Qurban,-1990,134,"Action, Drama, Romance",5.6,39,Babbar Subhash,Mithun Chakraborty,Dimple Kapadia,Mandakini,"['Action', ' Drama', ' Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,129,130,33,9
Pyar Ki Baten,-1951,,Romance,5.9,10,Akhtar Hussein,Nargis,Trilok Kapoor,Neelam,['Romance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,226,26,4,2
Pyar Ki Dhun,-2002,,"Drama, Romance",2.5,13,Samarjit Dasgupta,Milind Soman,Hena,Swati,"['Drama', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,443,5,1,1
Pyar Ki Jeet,-1987,146,"Comedy, Drama, Musical",7.4,37,Saawan Kumar Tak,Shashi Kapoor,Vinod Mehra,Rekha,"['Comedy', ' Drama', ' Musical']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,49,88,15,25
Pyar Ki Kahani,-1971,150,"Drama, Romance",6.1,83,Ravikant Nagaich,Mala Sinha,Tanuja,Amitabh Bachchan,"['Drama', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,443,26,25,18
Pyar Ki Pyas,-1961,,Drama,5.8,13,Mahesh Kaul,Shreekant,Nishi,Manmohan Krishna,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1137,1,5,7
Pyar Kiya Hai Pyar Karenge,-1986,133,"Drama, Romance",3.6,37,Vijay Reddy,Anil Kapoor,Padmini Kolhapure,Anita Raj,"['Drama', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,443,56,21,20
Pyar Kiye Jaa,-1966,129,"Comedy, Romance",7.1,176,C.V. Sridhar,Kishore Kumar,Shashi Kapoor,Mehmood,"['Comedy', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,119,39,28,26
Pyar Mohabbat,-1966,,"Adventure, Drama, Romance",6.7,29,Shankar Mukherjee,Dev Anand,Saira Banu,Prem Nath,"['Adventure', ' Drama', ' Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,90,31,19
Pyar Pyar,-1993,,"Action, Drama, Romance",4.6,8,Sunil R. Prasad,Beena Banerjee,Kishore Anand Bhanushali,Isha Gupta,"['Action', ' Drama', ' Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,129,8,3,1
Pyara Tarana,-1982,,"Musical, Romance",7.4,16,K. Balachander,Asrani,Kamal Haasan,Shafi Inamdar,"['Musical', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8,52,35,6,10
Pyare Mohan,-2006,130,"Action, Comedy, Crime",3.3,827,Ravinddra Khare,Indra Kumar,Fardeen Khan,Vivek Oberoi,"['Action', ' Comedy', ' Crime']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,89,1,10,4
Pyari Behna,-1985,136,"Action, Comedy, Drama",6.8,70,Bapu,Mithun Chakraborty,Padmini Kolhapure,Tanvi Azmi,"['Action', ' Comedy', ' Drama']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,142,130,21,1
Pyasa Shaitan,-1984,100,Horror,5,54,Joginder Shelly,Kamal Haasan,Joginder Shelly,Madhu Malhotra,['Horror'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,124,35,2,1
Pyasi Atma,-1998,,Horror,4.7,9,P. Chandrakumar,Dolly Bindra,Brahmachari,Mithun Chakraborty,['Horror'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,124,1,2,42
Pyasi Sham,-1969,,"Drama, Romance, Thriller",6.9,23,Amar Kumar,Sunil Dutt,Feroz Khan,Sharmila Tagore,"['Drama', ' Romance', ' Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,46,61,11,13
Qahar,-1997,,"Action, Crime, Drama",3.8,160,Rajkumar Kohli,Sunny Deol,Sunil Shetty,Arman Kohli,"['Action', ' Crime', ' Drama']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,417,59,31,1
Qaid,-1975,130,"Drama, Romance, Thriller",5.7,15,Atma Ram,Vinod Khanna,Leena Chandavarkar,Jayshree T.,"['Drama', ' Romance', ' Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,46,54,19,3
Qaid Mein Hai Bulbul,-1992,,"Drama, Romance",2.8,35,Ravindra Peepat,Rana Jung Bahadur,Bhagyashree,Sudha Chandran,"['Drama', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,443,6,3,6
Qaidi,-1984,110,"Action, Drama",6.1,30,S.S. Ravichandra,Asrani,Urmila Bhatt,Bharat Bhushan,"['Action', ' Drama']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,270,35,4,15
Qarib Qarib Single,-2017,125,"Comedy, Romance",7.1,7382,Tanuja Chandra,Irrfan Khan,Parvathy Thiruvothu,Neha Dhupia,"['Comedy', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,119,18,1,9
Qasam Se Qasam Se,-2012,145,Romance,4,18,Ashfaq Makrani,Faith,Farhan,Satish Kaushik,['Romance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,226,1,1,7
Qatal E Aam,-2005,,Action,2.9,7,Sanjay Sharma,Ishrat Ali,Laxmikant Berde,Mithun Chakraborty,['Action'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,391,30,7,42
Qatil,-1988,135,"Crime, Drama, Mystery",6,25,Ashok Gaekwad,Aditya Pancholi,Sangeeta Bijlani,Shakti Kapoor,"['Crime', ' Drama', ' Mystery']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,56,10,5,46
Qatil Chudail,-2001,96,Horror,5.2,5,Kanti Shah,Anil Nagrath,Jhony Nirmal,Amit Pachori,['Horror'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37,124,3,1,7
Qatil Haseeno Ka,-2001,113,Crime,3.1,7,K. Shivram,Arya,Rana Jung Bahadur,Aparna Bera,['Crime'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,2,7,1
Qatl,-1986,141,"Mystery, Thriller",7,202,R.K. Nayyar,Sanjeev Kumar,Ranjeeta Kaur,Shatrughan Sinha,"['Mystery', ' Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,32,71,16,41
Qawwali Ki Raat,-1964,,Musical,6.1,8,Durgesh Kumar,P.L. Santoshi,Mumtaz,Kamaljit Singh,['Musical'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,17,2,37,1
Qayamat,-1983,139,"Action, Crime, Drama",6,62,Raj N. Sippy,Dharmendra,Smita Patil,Jaya Prada,"['Action', ' Crime', ' Drama']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,417,134,30,16
Qayamat Ki Raat,-1990,,Horror,4.6,10,G.T.B. Harvey,Pappu Verma,Goga Kapoor,Shakti Kapoor,['Horror'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,124,1,3,46
Qayamat Se Qayamat Tak,-1988,162,"Drama, Musical, Romance",7.5,10497,Mansoor Khan,Aamir Khan,Juhi Chawla,Goga Kapoor,"['Drama', ' Musical', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,103,33,41,5
Qayamat: City Under Threat,-2003,180,"Action, Drama, Romance",4.7,2202,Harry Baweja,Ajay Devgn,Sunil Shetty,Sanjay Kapoor,"['Action', ' Drama', ' Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,129,70,31,5
Qila,-1998,133,"Drama, Family, Music",5.1,109,Umesh Mehra,Dilip Kumar,Mukul Dev,Rekha,"['Drama', ' Family', ' Music']",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,5,34,4,25
Queen,-2013,146,"Adventure, Comedy, Drama",8.2,61852,Vikas Bahl,Kangana Ranaut,Rajkummar Rao,Lisa Haydon,"['Adventure', ' Comedy', ' Drama']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,12,8,1
Queen of Sajjangarh,-2021,,Horror,5.9,20,Mahaveer Shringi,Vaibhav Chauhan,Rajesh Dubeay,Abhijeet Ghadge,['Horror'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,124,1,1,1
Quick Gun Murugun: Misadventures of an Indian Cowboy,-2009,97,"Action, Comedy, Drama",5.8,802,Shashanka Ghosh,Rajendra Prasad,Rambha,Anu Menon,"['Action', ' Comedy', ' Drama']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,142,1,2,1
Qurbani,-1980,157,"Action, Crime, Drama",7,823,Feroz Khan,Feroz Khan,Vinod Khanna,Zeenat Aman,"['Action', ' Crime', ' Drama']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,417,30,35,17
Qurbani Rang Layegi,-1991,,"Drama, Family",5.5,32,Raj N. Sippy,Sanjay Dutt,Poonam Dhillon,Padmini Kolhapure,"['Drama', ' Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,32,291,73,22,12
Qurbaniyaan,-2000,,Action,3.2,5,T.L.V. Prasad,Mithun Chakraborty,Raza Murad,Paintal,['Action'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,391,130,5,2
R... Rajkumar,-2013,146,"Action, Comedy, Romance",5.2,5552,Prabhu Deva,Shahid Kapoor,Sonakshi Sinha,Sonu Sood,"['Action', ' Comedy', ' Romance']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,20,12,8
Ra.One,-2011,156,"Action, Adventure, Sci-Fi",4.7,39039,Anubhav Sinha,Shah Rukh Khan,Arjun Rampal,Kareena Kapoor,"['Action', ' Adventure', ' Sci-Fi']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,37,5,16
Raabta,-2017,147,"Action, Drama, Fantasy",5.1,6311,Dinesh Vijan,Deepika Padukone,Sushant Singh Rajput,Rajkummar Rao,"['Action', ' Drama', ' Fantasy']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,8,2,5
Raadha Aur Seeta,-1979,109,"Drama, Family",5.4,7,Vijay Kapoor,Rajendranath Malhotra,Madan Puri,Leela Mishra,"['Drama', ' Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,291,1,1,6
Raag Desh,-2017,135,"Action, Drama, History",8.1,376,Tigmanshu Dhulia,Kunal Kapoor,Amit Sadh,Mohit Marwah,"['Action', ' Drama', ' History']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,7,3,1
Raagini,-1958,128,"Drama, Family",6.5,10,Rakhan,Ashok Kumar,Kishore Kumar,Padmini,"['Drama', ' Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,291,125,10,6
Raahee,-1987,,"Action, Crime, Drama",5.5,15,Raman Kumar,Sanjeev Kumar,Shatrughan Sinha,Smita Patil,"['Action', ' Crime', ' Drama']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,417,71,35,7
Raahgir,-2019,85,Drama,7.4,27,Goutam Ghose,Adil Hussain,Tillotama Shome,Neeraj Kabi,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1137,8,2,7
Raaj Tilak,-1984,,"Action, Drama",5.9,120,Rajkumar Kohli,Dharmendra,Hema Malini,Kamal Haasan,"['Action', ' Drama']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,270,134,71,4
Raaja,-1975,140,"Drama, Family",6.2,38,K. Shankar,Rishi Kapoor,Sulakshana Pandit,Prem Chopra,"['Drama', ' Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,291,59,13,44
Raakh,-1989,153,"Action, Crime, Drama",7.5,1095,Aditya Bhattacharya,Aamir Khan,Supriya Pathak,Pankaj Kapur,"['Action', ' Crime', ' Drama']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,417,33,6,7
Raakh: A Poem Masked in Blood,-2007,113,"Action, Crime, Drama",3.6,77,Hansal Mehta,Mithun Chakraborty,Sohail Khan,Aamir Ali,"['Action', ' Crime', ' Drama']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,417,130,4,2
Raakhi Aur Rifle,-1976,109,Action,6.3,7,Radhakant,Dara Singh,Raman Khanna,Sona Mastan Mirza,['Action'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,391,27,1,2
Raampur Ka Lakshman,-1972,138,"Drama, Family",6.3,66,Manmohan Desai,Randhir Kapoor,Rekha,Shatrughan Sinha,"['Drama', ' Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22,291,20,79,41
Raanjhanaa,-2013,140,"Drama, Romance",7.6,30344,Aanand L. Rai,Dhanush,Sonam Kapoor,Mohd. Zeeshan Ayyub,"['Drama', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,443,3,9,6
Raasaiyya,-1995,129,"Comedy, Drama",4.9,178,Kannan,R. Kannan,Prabhu Deva,Roja,"['Comedy', ' Drama']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,237,1,3,5
Raaste Kaa Patthar,-1972,133,"Drama, Romance",5.7,85,Mukul Dutt,Amitabh Bachchan,Shatrughan Sinha,Laxmi Chhaya,"['Drama', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,443,116,35,6
Raaste Pyar Ke,-1982,,"Drama, Family",4.3,14,Rajendra Prasad V.B.,Jeetendra,Rekha,Shabana Azmi,"['Drama', ' Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,291,140,79,21
Raat,-1992,127,Horror,7.1,1020,Ram Gopal Varma,Revathi,Rohini Hattangadi,Om Puri,['Horror'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33,124,1,3,29
Raat Akeli Hai,-2020,149,"Crime, Drama, Mystery",7.3,15769,Honey Trehan,Nawazuddin Siddiqui,Radhika Apte,Aditya Srivastav,"['Crime', ' Drama', ' Mystery']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,56,16,7,3
Raat Aur Din,-1967,135,"Mystery, Thriller",7.6,74,Satyen Bose,Nargis,Pradeep Kumar,Feroz Khan,"['Mystery', ' Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,25,32,26,20,11
Raat Baaki Hai,-2021,100,"Drama, Thriller",5.2,332,Avinash Das,Paoli Dam,Anup Soni,Dipannita Sharma,"['Drama', ' Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,62,2,2,2
"Raat Gayi, Baat Gayi?",-2009,104,"Comedy, Drama",6.3,533,Saurabh Shukla,Aamir Bashir,Anil Chaudhary,Makrand Deshpande,"['Comedy', ' Drama']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,237,3,1,7
Raat Ke Andhere Mein,-1987,110,"Horror, Mystery",4.3,9,Vinod Talwar,Javed Khan,Deepika Chikhalia,Dipika,"['Horror', ' Mystery']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,13,4,3,1
Raat Ke Rahi,-1959,,"Action, Crime, Drama",6.7,15,Naseem,Shammi Kapoor,Jabeen Jalil,Anwar Hussain,"['Action', ' Crime', ' Drama']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,417,52,1,5
