Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Genre_list, Action, Adventure, Biography, Comedy, Crime, Drama, Family, Fantasy, History, Horror, Music, Musical, Mystery, News, Romance, Sci-Fi, Sport, Thriller, War, Western,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Director_FE,Genre_FE,Actor 1_FE,Actor 2_FE,Actor 3_FE
Baharen Phir Bhi Aayengi,-1966,139,"Drama, Romance",7.1,93,Shaheed Latif,Mala Sinha,Dharmendra,Tanuja,"['Drama', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,443,26,55,15
Baharon Ke Sapne,-1967,171,"Drama, Romance",7.6,77,Nasir Hussain,Rajesh Khanna,Asha Parekh,Anwar Hussain,"['Drama', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,443,118,25,5
Baharon Ki Manzil,-1968,160,Mystery,7.1,54,Yakub Hasan Rizvi,Meena Kumari,Dharmendra,Rehman,['Mystery'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,30,26,55,17
Bahattar Hoorain,-2019,120,Comedy,8.8,23,Sanjay Puran Singh Chauhan,Narottam Bain,Aamir Bashir,Pawan Malhotra,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,251,1,1,7
Bahen,-1941,156,Drama,6,10,Mehboob Khan,Sheikh Mukhtar,Nalini Jaywant,Harish,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1137,6,15,7
Bahu,-1955,,"Drama, Family",6.9,10,Shakti Samanta,Chaman Lal Pahwa,Karan Dewan,Usha Kiran,"['Drama', ' Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,38,291,1,4,9
Bahu Begum,-1967,167,"Comedy, Drama, Romance",6.5,69,M. Sadiq,Ashok Kumar,Pradeep Kumar,Meena Kumari,"['Comedy', ' Drama', ' Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,213,125,20,5
Bahu Beti,-1965,132,"Drama, Family",6.5,17,T. Prakash Rao,Ashok Kumar,Mala Sinha,Joy Mukherjee,"['Drama', ' Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,291,125,43,1
Bahu Ki Awaaz,-1985,147,Drama,6.3,16,Shashilal K. Nair,Vikas Anand,Bharat Bhushan,B.L. Chopra,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1137,20,20,1
Bahurani,-1964,133,Drama,6.8,42,T. Prakash Rao,Guru Dutt,Feroz Khan,Nasir Hussain,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1137,7,11,18
Bahurani,-1989,,"Comedy, Drama, Family",6.3,81,Manik Chatterjee,Rekha,Rakesh Bedi,Urmila Bhatt,"['Comedy', ' Drama', ' Family']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,65,29,20,8
Bahut Din Huwe...,-1954,168,"Adventure, Drama, Fantasy",6.7,24,S.S. Vasan,Madhubala,Ratan Kumar,Agha,"['Adventure', ' Drama', ' Fantasy']",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,22,3,16
Bahut Hua Sammaan,-2020,125,"Comedy, Crime, Drama",7.3,3036,Ashish R. Shukla,Sanjay Mishra,Ram Kapoor,Raghav Juyal,"['Comedy', ' Crime', ' Drama']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,60,8,1,3
Baiju Bawra,-1952,165,"Drama, Musical, Romance",7.4,343,Vijay Bhatt,Meena Kumari,Bharat Bhushan,Surendra,"['Drama', ' Musical', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,103,26,20,1
Baikunth,-2021,72,Family,9.3,29,Vishwa Bhanu,Vishwa Bhanu,Sangam Shukla,Vijay Thakur,['Family'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,42,1,1,1
Bairaag,-1976,,"Drama, Thriller",6.5,104,Asit Sen,Dilip Kumar,Saira Banu,Leena Chandavarkar,"['Drama', ' Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,62,34,31,1
Bajatey Raho,-2013,110,"Comedy, Drama, Thriller",5.3,729,Shashant Shah,Tusshar Kapoor,Vinay Pathak,Ranvir Shorey,"['Comedy', ' Drama', ' Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,16,6,7
Bajirao Mastani,-2015,158,"Action, Drama, History",7.2,32073,Sanjay Leela Bhansali,Ranveer Singh,Deepika Padukone,Priyanka Chopra Jonas,"['Action', ' Drama', ' History']",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,20,8,14,14
Bajrang Bali,-1956,,Fantasy,6.6,7,Manibhai Vyas,Mahipal,Chandrashekhar,Tiwari,['Fantasy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,40,8,9,3
Bajrangbali,-1976,176,Fantasy,7.7,85,Chandrakant,Dara Singh,Biswajit Chatterjee,Moushumi Chatterjee,['Fantasy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,40,27,14,20
Bajrangi Bhaijaan,-2015,163,"Action, Adventure, Comedy",8,78448,Kabir Khan,Salman Khan,Harshaali Malhotra,Nawazuddin Siddiqui,"['Action', ' Adventure', ' Comedy']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,52,1,5
Bal Bramhachari,-1996,163,"Action, Drama",2.7,113,Prakash Mehra,Bindu Shukla,Puru Rajkumar,Karisma Kapoor,"['Action', ' Drama']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,270,1,2,19
Bal Ganesh 3,-2015,68,Animation,4.2,13,Vijay S. Bhanushali,Vidit Kumar,Parminder Ghumman,Sanjeev Tiwari,['Animation'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2,2,2
Bal Ganesh and the PomZom Planet,-2017,81,Animation,2.3,9,Vijay S. Bhanushali,Vidit Kumar,Parminder Ghumman,Sanjeev Tiwari,['Animation'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,2,2,2
Bal Shivaji,-1982,,Drama,5.9,8,Prabhakar Pendhkar,Madhu Apte,Anand Joshi,Janhavi Khandekar,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1137,1,1,1
Bala,-2019,133,Comedy,7.3,12370,Amar Kaushik,Ayushmann Khurrana,Bhumi Pednekar,Yami Gautam,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,251,13,7,4
Balak Aur Janwar,-1975,,Adventure,5.4,7,Nanabhai Bhatt,Baldev Khosa,Usha Solanki,Randhawa,['Adventure'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,3,1,2
Balidaan,-1985,137,"Action, Thriller",5.6,54,S.A. Chandrashekhar,Bindu,Anuradha,Vijay Arora,"['Action', ' Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,111,7,1,6
Balidaan,-1971,137,Drama,6.8,16,Ravi Tandon,Manoj Kumar,Saira Banu,Dev Kumar,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,1137,22,31,7
Balika Badhu,-1976,111,"Comedy, Drama, Romance",6.9,229,Tarun Majumdar,Sachin Pilgaonkar,Rajni Sharma,Asrani,"['Comedy', ' Drama', ' Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,213,5,2,34
Ballad of Rustom,-2012,117,Drama,8.1,24,Ajita Suchitra Veera,Ashwath Bhatt,Samiksha Bhatt,Tejaswi Bm,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1137,1,4,1
Ballavpur Ki Roopkatha,-2017,120,Comedy,7.5,17,Akhilesh Jaiswal,Anil Charanjeett,Abha Parmar,Ankita Shrivastav,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,251,1,1,1
Balmaa,-1993,,Romance,5.7,21,Lawrence D'Souza,Avinash Wadhawan,Ayesha Jhulka,Saeed Jaffrey,['Romance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,226,7,13,8
Balram Shri Krishna,-1968,176,Fantasy,5.6,8,Chandrakant,Dara Singh,Savitri,Jayshree Gadkar,['Fantasy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,40,27,2,4
Balwaan,-1992,142,"Action, Adventure",4.3,179,Deepak Anand,Sunil Shetty,Divya Bharti,Danny Denzongpa,"['Action', ' Adventure']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,24,35,8,33
Balwinder Singh Famous Ho Gaya,-2014,136,Comedy,3.6,50,Sunil Agnihotri,Asrani,Gabriela Bertante,Mikhill Chandiramani,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,251,35,1,1
Bambai Ka Babu,-1996,,"Action, Thriller",4.9,193,Vikram Bhatt,Saif Ali Khan,Atul Agnihotri,Kajol,"['Action', ' Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,111,26,5,7
Bambai Ka Maharaja,-1980,,"Action, Crime, Drama",4,7,Shibu Mitra,Amjad Khan,Kulbhushan Kharbanda,Vidya Sinha,"['Action', ' Crime', ' Drama']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,417,6,8,3
Bambai Raat Ki Bahon Mein,-1968,136,"Crime, Drama, Romance",6,13,Khwaja Ahmad Abbas,Surekha,Madhavi,David Abraham,"['Crime', ' Drama', ' Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,1,5,8
Bamfaad,-2020,102,Romance,7.2,1533,Ranjan Chandel,Aditya Rawal,Shalini Pandey,Vijay Varma,['Romance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,226,1,1,1
Banaras,-2006,122,"Musical, Drama",6.1,315,Pankaj Parashar,Urmila Matondkar,Ashmit Patel,Dimple Kapadia,"['Musical', ' Drama']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,5,7,6,14
Banaras,-2009,128,Drama,3.2,24,Nemom Pushparaj,Harisree Asokan,Anoop Chandran,Devan,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1137,1,1,3
Banarasi Babu,-1997,126,Comedy,4.2,231,David Dhawan,Govinda,Ramya Krishnan,Kader Khan,['Comedy'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,251,65,6,24
Banarasi Babu,-1973,141,"Drama, Thriller",6.7,73,Shankar Mukherjee,Dev Anand,Rakhee Gulzar,Yogeeta Bali,"['Drama', ' Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,62,90,25,12
Banarasi Thug,-1962,145,Drama,6.1,21,Lekhraj Bhakri,Manoj Kumar,Vijaya Choudhury,I.S. Johar,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1137,22,6,19
Band Baaja Baaraat,-2010,139,"Comedy, Drama, Romance",7.2,15583,Maneesh Sharma,Ranveer Singh,Anushka Sharma,Ranjit Batra,"['Comedy', ' Drama', ' Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,213,8,8,1
Bandh Darwaza,-1990,145,"Action, Drama, Horror",5.1,298,Shyam Ramsay,Tulsi Ramsay,Hashmat Khan,Manjeet Kular,"['Action', ' Drama', ' Horror']",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,21,1,2
Bandhan,-1956,,Drama,6,6,Hemchandra Chunder,Meena Kumari,Pradeep Kumar,Motilal,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1137,26,20,2
Bandhan,-1998,154,"Action, Drama, Romance",4.8,1852,K. Muralimohana Rao,Rajesh Malik,Jackie Shroff,Salman Khan,"['Action', ' Drama', ' Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,129,2,37,12
Bandhan,-1969,159,"Drama, Family, Musical",7.2,85,Narendra Bedi,Rajesh Khanna,Mumtaz,Anju Mahendru,"['Drama', ' Family', ' Musical']",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,26,118,37,1
Bandhan Anjana,-1985,,"Drama, Romance",6.1,13,Prabhat Roy,Chandrashekhar,Utpal Dutt,Mazhar Khan,"['Drama', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,443,3,5,5
Bandhan Kuchchey Dhaagon Ka,-1983,124,"Drama, Family",7.1,36,Anil Sharma,Shashi Kapoor,Zeenat Aman,Rakhee Gulzar,"['Drama', ' Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,291,88,38,15
Bandhe Haath,-1973,139,"Action, Thriller",5.8,100,O.P. Goyle,Mumtaz,Amitabh Bachchan,Ajit,"['Action', ' Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,8,28,24
Bandhu,-1992,126,Family,7.9,7,Ugyen Chhopel,Abhishek,Danny Denzongpa,Gitanjali,['Family'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,42,2,13,1
Bandi,-1957,135,"Drama, Family",6.2,27,Satyen Bose,Ashok Kumar,Shyama,Kishore Kumar,"['Drama', ' Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,291,125,18,2
Bandie,-1978,,"Action, Drama, Romance",4.5,26,Alo Sarkar,Uttam Kumar,Sulakshana Pandit,Utpal Dutt,"['Action', ' Drama', ' Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,129,6,13,15
Bandini,-1963,157,"Drama, Musical, Romance",7.7,756,Bimal Roy,Ashok Kumar,Nutan,Dharmendra,"['Drama', ' Musical', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,103,125,26,28
Bandish,-1996,,"Romance, Thriller",4.3,66,Prakash Jha,Jackie Shroff,Juhi Chawla,Paresh Rawal,"['Romance', ' Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,20,54,41,36
Bandish,-1955,129,"Comedy, Drama, Musical",7.1,17,Satyen Bose,Ashok Kumar,Meena Kumari,Daisy Irani,"['Comedy', ' Drama', ' Musical']",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,49,125,29,4
Bandish,-1980,152,"Action, Crime, Drama",6.1,47,K. Bapaiah,Rajesh Khanna,Hema Malini,Danny Denzongpa,"['Action', ' Crime', ' Drama']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,417,118,71,33
Bandit Queen,-1994,119,"Biography, Crime, Drama",7.6,4518,Shekhar Kapur,Seema Biswas,Nirmal Pandey,Rajesh Vivek,"['Biography', ' Crime', ' Drama']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,2,2
Bandook,-2013,132,"Crime, Thriller",5.9,140,Aditya Om,Manisha Kelkar,Arshad Khan,Ashish Kotwal,"['Crime', ' Thriller']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,29,1,1,1
Bang Bang,-2014,153,"Action, Adventure, Comedy",5.6,22436,Siddharth Anand,Hrithik Roshan,Katrina Kaif,Pawan Malhotra,"['Action', ' Adventure', ' Comedy']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,40,20,18,7
Bangistan,-2015,135,"Comedy, Drama",4.5,1168,Karan Anshuman,Jacqueline Fernandez,Michalina Olszanska,Riteish Deshmukh,"['Comedy', ' Drama']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,237,2,1,13
Banjaran,-1991,145,"Drama, Romance",5.1,100,Harmesh Malhotra,Rishi Kapoor,Sridevi,Kulbhushan Kharbanda,"['Drama', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,443,59,36,9
Banjo,-2016,137,"Action, Drama, Music",4.9,1105,Ravi Jadhav,Riteish Deshmukh,Nargis Fakhri,Aditya Kumar,"['Action', ' Drama', ' Music']",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,5,1
Bank Chor,-2017,120,"Action, Comedy, Crime",5.9,2603,Bumpy,Riteish Deshmukh,Vivek Oberoi,Rhea Chakraborty,"['Action', ' Comedy', ' Crime']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,89,7,11,1
Banphool,-1971,,"Drama, Romance",6,27,Vijay Bhatt,Jeetendra,Babita Kapoor,Shatrughan Sinha,"['Drama', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,443,140,15,41
Bansi Birju,-1972,,"Drama, Romance",5.4,48,Prakash Verma,Amitabh Bachchan,Jaya Bachchan,Anwar Ali,"['Drama', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,443,116,20,2
Bansuri: The Flute,-2021,108,Drama,3.7,7,Hari Viswanath,Anurag Kashyap,Rituparna Sengupta,Upendra Limaye,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1137,1,7,2
Banwra,-1950,148,Drama,6,6,G. Rakesh,Raj Kapoor,Lalita Pawar,Nimmi,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1137,34,3,3
Baraat,-1960,,Drama,6,8,K. Amarnath,Ajit,Shakila,Brahm Bhardwaj,['Drama'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,1137,16,11,3
Bara-Dari,-1955,129,"Musical, Romance",6.2,18,K. Amarnath,Geeta Bali,Ajit,Pran,"['Musical', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,52,6,20,74
Barah Aana,-2009,97,"Comedy, Crime, Drama",6.8,1166,Raja Menon,Naseeruddin Shah,Vijay Raaz,Arjun Mathur,"['Comedy', ' Crime', ' Drama']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,47,5,2
Barbed Wired,-2005,119,"Drama, Romance",5.6,36,Bappaditya Bandopadhyay,Sreelekha Mitra,Sudip Mukherjee,Rudranil Ghosh,"['Drama', ' Romance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,443,1,1,1
Bardaasht,-2004,155,"Action, Drama, Thriller",5.9,661,Eeshwar Nivas,Bobby Deol,Lara Dutta,Rahul Dev,"['Action', ' Drama', ' Thriller']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,64,18,5,10
Barefoot to Goa,-2015,80,"Adventure, Drama, Family",5.6,149,Praveen Morchhale,Sonu Chourasia,Ajay Chourey,Farrukh Jaffar,"['Adventure', ' Drama', ' Family']",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,1,1,1
Barfi!,-2012,151,"Comedy, Drama, Romance",8.1,77377,Anurag Basu,Ranbir Kapoor,Priyanka Chopra Jonas,Ileana D'Cruz,"['Comedy', ' Drama', ' Romance']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,213,14,20,5
Bari Behen,-1949,,"Drama, Family",6.1,18,D.D. Kashyap,Suraiya,Rehman,Ulhas,"['Drama', ' Family']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,291,10,3,11
Barkha,-1959,169,Romance,4.9,9,R. Krishnan,S. Panju,Jagdeep,Nanda,['Romance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,226,10,5,13
Barkha Bahar,-1973,,Romance,5.9,8,Amar Kumar,Navin Nischol,Rekha,Radhakrishan,['Romance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,226,20,79,2
